"id","ind","respuesta"
"pr2013110501",701,"-1"
"pr2013110601",702,"-1"
"pr2013110602",703,"-1"
"pr2013110701",704,"-1"
"rtdt2013110701",705,"-1"
"a192013110801",706,"-1"
"a192013110802",707,"-1"
"pr2013110901",708,"-1"
"rtdt2013111001",709,"-1"
"prodh2013111001",710,"-1"
"acuddeh2013111101",711,"-1"
"prodesc2013111101",712,"-1"
"acuddeh2013111102",713,"-1"
"acuddeh2013111201",714,"-1"
"acuddeh2013111202",715,"-1"
"pr2013111201",716,"-1"
"a192013111201",717,"-1"
"a192013111401",718,"-1"
"a192013112501",719,"-1"
"a192013120101",720,"-1"
"pr2013120101",721,"-1"
"pr2013120201",722,"-1"
"pr2013120501",723,"-1"
"prodh2013120601",724,"-1"
"pr2013120701",725,"-1"
"rsf2013120901",726,"-1"
"a192013120901",727,"-1"
"a192013120902",728,"-1"
"pr2013120901",729,"-1"
"pr2013121101",730,"-1"
"a192013121101",731,"-1"
"a192013121301",732,"-1"
"pr2013121401",733,"-1"
"pr2013121402",734,"-1"
"pr2013121403",735,"-1"
"pr2013121404",736,"-1"
"a192013121601",737,"-1"
"a192013121801",738,"-1"
"pr2013122001",739,"-1"
"pr2013122002",740,"-1"
"pr2013122003",741,"-1"
"pr2013122101",742,"-1"
"rsf2013122701",743,"-1"
"pr2014010101",744,"-1"
"a192014010301",745,"-1"
"pr2014010501",746,"-1"
"pr2014011001",747,"-1"
"a192014011101",748,"-1"
"pr2014011201",749,"-1"
"pr2014011301",750,"-1"
"pr2014011601",751,"-1"
"pr2014011701",752,"-1"
"pr2014012001",753,"-1"
"a192014012101",754,"-1"
"a192014012301",755,"-1"
"a192014012501",756,"-1"
"codigodh2014012901",757,"-1"
"acuddeh2014013001",758,"-1"
"a192014013101",759,"-1"
"a192014020501",760,"-1"
"rsf2014020601",761,"-1"
"pr2014020801",762,"-1"
"a192014021101",763,"-1"
"pr2014021101",764,"-1"
"cpj2014021201",765,"-1"
"rsf2014021301",766,"-1"
"a192014021301",767,"-1"
"a192014021801",768,"-1"
"pr2014022201",769,"-1"
"pr2014022301",770,"-1"
"a192014022401",771,"-1"
"pr2014022501",772,"-1"
"acuddeh2014022701",773,"-1"
"acuddeh2014022702",774,"-1"
"a192014030101",775,"-1"
"pr2014030201",776,"-1"
"a192014030301",777,"-1"
"pr2014030401",778,"-1"
"acuddeh2014030701",779,"-1"
"a192014031101",780,"-1"
"pr2014031201",781,"-1"
"a192014031301",782,"-1"
"rsf2014031301",783,"-1"
"a192014031701",784,"-1"
"pr2014031701",785,"-1"
"acuddeh2014031801",786,"-1"
"acuddeh2014031802",787,"-1"
"pr2014031901",788,"-1"
"pr2014032001",789,"-1"
"a192014032001",790,"-1"
"pr2014032601",791,"-1"
"a192014033101",792,"-1"
"a192014040101",793,"-1"
"pr2014040201",794,"-1"
"a192014040201",795,"-1"
"acuddeh2014040201",796,"-1"
"cpj2014040301",797,"-1"
"pr2014040301",798,"-1"
"a192014040301",799,"-1"
"rsf2014040401",800,"-1"
"a192014040701",801,"-1"
"pr2014040701",802,"-1"
"pr2014040801",803,"-1"
"rsf2014040901",804,"-1"
"cerezo2014041001",805,"-1"
"codigodh2014041101",806,"-1"
"a192014041501",807,"-1"
"acuddeh2014041601",808,"-1"
"acuddeh2014041602",809,"-1"
"acuddeh2014041603",810,"-1"
"acuddeh2014041604",811,"-1"
"cerezo2014041701",812,"-1"
"pr2014042201",813,"-1"
"rsf2014042501",814,"-1"
"pr2014050101",815,"-1"
"a192014050201",816,"-1"
"pr2014050201",817,"-1"
"a192014050501",818,"-1"
"a192014050601",819,"-1"
"a192014050901",820,"-1"
"a192014051001",821,"-1"
"a192014051301",822,"-1"
"pr2014051301",823,"-1"
"pr2014052301",824,"-1"
"rsf2014052401",825,"-1"
"a192014052701",826,"-1"
"pr2014052801",827,"-1"
"a192014052901",828,"-1"
"pr2014052901",829,"-1"
"pr2014052902",830,"-1"
"pr2014052903",831,"-1"
"prodh2014053001",832,"-1"
"rsf2014060401",833,"-1"
"pr2014060501",834,"-1"
"cpj2014060501",835,"-1"
"a192014060501",836,"-1"
"cerezo2014060601",837,"-1"
"acuddeh2014060701",838,"-1"
"acuddeh2014060801",839,"-1"
"a192014061001",840,"-1"
"pr2014061001",841,"-1"
"a192014061201",842,"-1"
"prodh2014061301",843,"-1"
"acuddeh2014061301",844,"-1"
"acuddeh2014061401",845,"-1"
"a192014061501",846,"-1"
"a192014061601",847,"-1"
"acuddeh2014061701",848,"-1"
"pr2014061801",849,"-1"
"prodh2014061901",850,"-1"
"rtdt2014061901",851,"-1"
"acuddeh2014061901",852,"-1"
"pr2014062301",853,"-1"
"pr2014062302",854,"-1"
"prodh2014062401",855,"-1"
"acuddeh2014062401",856,"-1"
"acuddeh2014062402",857,"-1"
"prodh2014062402",858,"-1"
"acuddeh2014062403",859,"-1"
"pr2014062501",860,"-1"
"a192014062501",861,"-1"
"a192014062502",862,"-1"
"pr2014062801",863,"-1"
"pr2014070101",864,"-1"
"pr2014070102",865,"-1"
"a192014070101",866,"-1"
"rsf2014070301",867,"-1"
"a192014070301",868,"-1"
"rsf2014070401",869,"-1"
"pr2014070901",870,"-1"
"pr2014070902",871,"-1"
"a192014071101",872,"-1"
"codigodh2014071101",873,"-1"
"acuddeh2014071301",874,"-1"
"acuddeh2014071302",875,"-1"
"acuddeh2014071303",876,"-1"
"prodh2014071401",877,"-1"
"prodh2014071701",878,"-1"
"pr2014072101",879,"-1"
"pr2014072201",880,"-1"
"a192014072801",881,"-1"
"pr2014072801",882,"-1"
"a192014072901",883,"-1"
"a192014073001",884,"-1"
"rsf2014073101",885,"-1"
"pr2014073101",886,"-1"
"pr2014073102",887,"-1"
"a192014073101",888,"-1"
"pr2014073103",889,"-1"
"a192014080101",890,"-1"
"pr2014080101",891,"-1"
"pr2014080102",892,"-1"
"a192014080201",893,"-1"
"prodh2014080401",894,"-1"
"cpj2014080401",895,"-1"
"a192014080501",896,"-1"
"a192014080601",897,"-1"
"cpj2014080601",898,"-1"
"a192014080801",899,"-1"
"pr2014081101",900,"-1"
"pr2014081102",901,"-1"
"a192014081201",902,"-1"
"cpj2014081301",903,"-1"
"a192014081601",904,"-1"
"a192014081801",905,"-1"
"rtdt2014081801",906,"-1"
"pr2014081901",907,"-1"
"pr2014082001",908,"-1"
"pr2014082501",909,"-1"
"rtdt2014082601",910,"-1"
"pr2014082801",911,"-1"
"a192014083101",912,"-1"
"a192014090201",913,"-1"
"pr2014090201",914,"-1"
"pr2014090401",915,"-1"
"rsf2014090401",916,"-1"
"pr2014090402",917,"-1"
"a192014090501",918,"-1"
"rsf2014090501",919,"-1"
"a192014090601",920,"-1"
"cpj2014090801",921,"-1"
"pr2014091001",922,"-1"
"rtdt2014091601",923,"-1"
"pr2014091801",924,"-1"
"a192014091901",925,"-1"
"pr2014092301",926,"-1"
"a192014092401",927,"-1"
"rtdt2014092401",928,"-1"
"rtdt2014092901",929,"-1"
"a192014092901",930,"-1"
"prodh2014092901",931,"-1"
"pr2014093001",932,"-1"
"pr2014093002",933,"-1"
"a192014100101",934,"-1"
"cpj2014100201",935,"-1"
"pr2014100501",936,"-1"
"rsf2014100601",937,"-1"
"pr2014100601",938,"-1"
"rsf2014100801",939,"-1"
"pr2014100801",940,"-1"
"pr2014100901",941,"-1"
"pr2014101001",942,"-1"
"pr2014101101",943,"-1"
"a192014101101",944,"-1"
"a192014101301",945,"-1"
"rsf2014101501",946,"-1"
"a192014101501",947,"-1"
"pr2014101601",948,"-1"
"a192014101601",949,"-1"
"a192014102001",950,"-1"
"prodh2014102001",951,"-1"
"a192014102301",952,"-1"
"rsf2014102301",953,"-1"
"rsf2014102401",954,"-1"
"a192014102501",955,"-1"
"pr2014102701",956,"-1"
"pr2014102702",957,"-1"
"pr2014110101",958,"-1"
"pr2014110102",959,"-1"
"pr2014110501",960,"-1"
"pr2014110502",961,"-1"
"pr2014110503",962,"-1"
"codigodh2014110601",963,"-1"
"pr2014111101",964,"-1"
"rtdt2014111201",965,"-1"
"codigodh2014111201",966,"-1"
"a192014111201",967,"-1"
"pr2014111301",968,"-1"
"a192014111301",969,"-1"
"a192014111401",970,"-1"
"a192014111701",971,"-1"
"rsf2014111701",972,"-1"
"a192014111801",973,"-1"
"pr2014111801",974,"-1"
"pr2014112001",975,"-1"
"pr2014112002",976,"-1"
"pr2014112003",977,"-1"
"a192014112001",978,"-1"
"pr2014112004",979,"-1"
"pr2014112005",980,"-1"
"pr2014112006",981,"-1"
"a192014112101",982,"-1"
"a192014112501",983,"-1"
"rsf2014112501",984,"-1"
"pr2014120101",985,"-1"
"a192014120101",986,"-1"
"pr2014120301",987,"-1"
"a192014120501",988,"-1"
"rtdt2014120501",989,"-1"
"a192014120801",990,"-1"
"rtdt2014121101",991,"-1"
"a192014121401",992,"-1"
"codigodh2014121501",993,"-1"
"rtdt2014121701",994,"-1"
"a192014121701",995,"-1"
"rtdt2014121801",996,"-1"
"rtdt2014121901",997,"-1"
"cerezo2014121901",998,"-1"
"cerezo2014122201",999,"-1"
"a192014122401",1000,"-1"
"a192015010301",1001,"-1"
"rtdt2015010501",1002,"-1"
"cpj2015010601",1003,"-1"
"pr2015010701",1004,"-1"
"a192015010701",1005,"-1"
"rtdt2015010701",1006,"-1"
"a192015010801",1007,"-1"
"a192015011001",1008,"-1"
"pr2015011401",1009,"-1"
"a192015011501",1010,"-1"
"a192015011601",1011,"-1"
"rsf2015012101",1012,"-1"
"pr2015012301",1013,"-1"
"pr2015012501",1014,"-1"
"a192015012601",1015,"-1"
"pr2015012601",1016,"-1"
"pr2015012602",1017,"-1"
"pr2015012801",1018,"-1"
"rtdt2015012901",1019,"-1"
"pr2015012901",1020,"-1"
"a192015012901",1021,"-1"
"cpj2015012901",1022,"-1"
"pr2015020201",1023,"-1"
"pr2015020401",1024,"-1"
"pr2015020402",1025,"-1"
"pr2015020403",1026,"-1"
"acuddeh2015020401",1027,"-1"
"a192015020401",1028,"-1"
"pr2015020501",1029,"-1"
"pr2015020502",1030,"-1"
"a192015020501",1031,"-1"
"pr2015020601",1032,"-1"
"a192015020601",1033,"-1"
"cpj2015020601",1034,"-1"
"pr2015020701",1035,"-1"
"pr2015020702",1036,"-1"
"pr2015020801",1037,"-1"
"a192015020901",1038,"-1"
"pr2015021001",1039,"-1"
"a192015021201",1040,"-1"
"codigodh2015021201",1041,"-1"
"rtdt2015021201",1042,"-1"
"rtdt2015021601",1043,"-1"
"pr2015021601",1044,"-1"
"a192015021601",1045,"-1"
"a192015021602",1046,"-1"
"rsf2015021801",1047,"-1"
"rtdt2015022301",1048,"-1"
"pr2015022401",1049,"-1"
"a192015022501",1050,"-1"
"rtdt2015030501",1051,"-1"
"cerezo2015030501",1052,"-1"
"a192015030501",1053,"-1"
"pr2015030701",1054,"-1"
"rtdt2015030901",1055,"-1"
"pr2015031001",1056,"-1"
"a192015031001",1057,"-1"
"a192015031301",1058,"-1"
"rtdt2015031701",1059,"-1"
"a192015031901",1060,"-1"
"rtdt2015031901",1061,"-1"
"rtdt2015031902",1062,"-1"
"pr2015032001",1063,"-1"
"rsf2015032001",1064,"-1"
"pr2015032401",1065,"-1"
"rsf2015032501",1066,"-1"
"pr2015032501",1067,"-1"
"pr2015032502",1068,"-1"
"a192015032601",1069,"-1"
"a192015032701",1070,"-1"
"pr2015033101",1071,"-1"
"a192015040701",1072,"-1"
"rtdt2015041001",1073,"-1"
"a192015041301",1074,"-1"
"pr2015041401",1075,"-1"
"pr2015041501",1076,"-1"
"a192015041601",1077,"-1"
"pr2015041801",1078,"-1"
"a192015041901",1079,"-1"
"rsf2015042001",1080,"-1"
"rsf2015043001",1081,"-1"
"pr2015050201",1082,"-1"
"a192015050401",1083,"-1"
"pr2015050401",1084,"-1"
"cpj2015050601",1085,"-1"
"a192015050601",1086,"-1"
"pr2015050701",1087,"-1"
"a192015050801",1088,"-1"
"pr2015051001",1089,"-1"
"rsf2015051201",1090,"-1"
"rtdt2015051301",1091,"-1"
"rtdt2015051302",1092,"-1"
"pr2015051801",1093,"-1"
"a192015051901",1094,"-1"
"pr2015052001",1095,"-1"
"a192015052201",1096,"-1"
"pr2015052301",1097,"-1"
"pr2015052501",1098,"-1"
"a192015052701",1099,"-1"
"rtdt2015052801",1100,"-1"
"cpj2015052901",1101,"-1"
"pr2015053001",1102,"-1"
"a192015060101",1103,"-1"
"a192015060102",1104,"-1"
"rtdt2015060301",1105,"-1"
"rtdt2015060302",1106,"-1"
"a192015060301",1107,"-1"
"rsf2015060301",1108,"-1"
"prodh2015060501",1109,"-1"
"pr2015060701",1110,"-1"
"pr2015060702",1111,"-1"
"pr2015060703",1112,"-1"
"a192015060701",1113,"-1"
"pr2015060704",1114,"-1"
"pr2015060705",1115,"-1"
"pr2015060706",1116,"-1"
"pr2015060707",1117,"-1"
"pr2015060708",1118,"-1"
"pr2015060709",1119,"-1"
"pr2015060710",1120,"-1"
"pr2015060711",1121,"-1"
"rtdt2015060801",1122,"-1"
"pr2015060801",1123,"-1"
"prodh2015060801",1124,"-1"
"rsf2015061001",1125,"-1"
"pr2015061101",1126,"-1"
"a192015061201",1127,"-1"
"pr2015061301",1128,"-1"
"a192015061501",1129,"-1"
"a192015061701",1130,"-1"
"pr2015061801",1131,"-1"
"a192015062201",1132,"-1"
"a192015062401",1133,"-1"
"a192015062901",1134,"-1"
"pr2015063001",1135,"-1"
"a192015070101",1136,"-1"
"pr2015070201",1137,"-1"
"cpj2015070201",1138,"-1"
"a192015070201",1139,"-1"
"a192015070202",1140,"-1"
"rsf2015070301",1141,"-1"
"pr2015070301",1142,"-1"
"a192015070401",1143,"-1"
"cpj2015070701",1144,"-1"
"pr2015070701",1145,"-1"
"rtdt2015070901",1146,"-1"
"pr2015071201",1147,"-1"
"rsf2015071301",1148,"-1"
"cerezo2015071301",1149,"-1"
"pr2015071301",1150,"-1"
"a192015071401",1151,"-1"
"acuddeh2015071401",1152,"-1"
"pr2015071501",1153,"-1"
"pr2015071701",1154,"-1"
"rtdt2015072001",1155,"-1"
"rtdt2015072002",1156,"-1"
"rtdt2015072201",1157,"-1"
"pr2015072701",1158,"-1"
"a192015072801",1159,"-1"
"pr2015073101",1160,"-1"
"a192015080101",1161,"-1"
"pr2015080201",1162,"-1"
"cpj2015080301",1163,"-1"
"rtdt2015080301",1164,"-1"
"a192015080401",1165,"-1"
"rtdt2015080401",1166,"-1"
"a192015080402",1167,"-1"
"pr2015081001",1168,"-1"
"a192015081101",1169,"-1"
"prodh2015081201",1170,"-1"
"pr2015081301",1171,"-1"
"cerezo2015081501",1172,"-1"
"a192015082401",1173,"-1"
"a192015082501",1174,"-1"
"a192015082801",1175,"-1"
"pr2015082801",1176,"-1"
"rtdt2015083101",1177,"-1"
"pr2015083101",1178,"-1"
"pr2015083102",1179,"-1"
"a192015090101",1180,"-1"
"cerezo2015090201",1181,"-1"
"pr2015090801",1182,"-1"
"a192015091001",1183,"-1"
"pr2015091501",1184,"-1"
"a192015092101",1185,"-1"
"cerezo2015100401",1186,"-1"
"rtdt2015100801",1187,"-1"
"pr2015101101",1188,"-1"
"a192015101401",1189,"-1"
"a192015101701",1190,"-1"
"pr2015102501",1191,"-1"
"cerezo2015110201",1192,"-1"
"a192015110401",1193,"-1"
"rtdt2015110501",1194,"-1"
"acuddeh2015110701",1195,"-1"
"cerezo2015110701",1196,"-1"
"rtdt2015111201",1197,"-1"
"acuddeh2015111401",1198,"-1"
"pr2015111801",1199,"-1"
"rtdt2015111901",1200,"-1"
"pr2015112001",1201,"-1"
"pr2015112201",1202,"-1"
"pr2015112301",1203,"-1"
"pr2015112501",1204,"-1"
"a192015113001",1205,"-1"
"a192015120101",1206,"-1"
"cerezo2015120901",1207,"-1"
"pr2015121001",1208,"-1"
"a192015121201",1209,"-1"
"prodh2015121601",1210,"-1"
"pr2015121701",1211,"-1"
"rtdt2015121701",1212,"-1"
"pr2015122301",1213,"-1"
"a192015122401",1214,"-1"
"pr2015123001",1215,"-1"
"pr2016010601",1216,"-1"
"a192016010801",1217,"-1"
"cerezo2016011301",1218,"-1"
"a192016011901",1219,"-1"
"a192016011902",1220,"-1"
"pr2016012101",1221,"-1"
"pr2016012201",1222,"-1"
"a192016012201",1223,"-1"
"a192016012501",1224,"-1"
"a192016012601",1225,"-1"
"rsf2016012901",1226,"-1"
"rtdt2016020201",1227,"-1"
"pr2016020401",1228,"-1"
"a192016020501",1229,"-1"
"rtdt2016020801",1230,"-1"
"pr2016020801",1231,"-1"
"a192016020801",1232,"-1"
"cpj2016020901",1233,"-1"
"pr2016020901",1234,"-1"
"a192016021001",1235,"-1"
"pr2016021001",1236,"-1"
"rsf2016021001",1237,"-1"
"a192016021101",1238,"-1"
"a192016021102",1239,"-1"
"rtdt2016021601",1240,"-1"
"rtdt2016021602",1241,"-1"
"pr2016022201",1242,"-1"
"a192016022201",1243,"-1"
"cpj2016022301",1244,"-1"
"rsf2016022401",1245,"-1"
"rtdt2016022701",1246,"-1"
"rtdt2016022901",1247,"-1"
"pr2016030301",1248,"-1"
"rtdt2016030401",1249,"-1"
"a192016030601",1250,"-1"
"a192016030901",1251,"-1"
"a192016030902",1252,"-1"
"rtdt2016031601",1253,"-1"
"cerezo2016032301",1254,"-1"
"acuddeh2016032401",1255,"-1"
"cerezo2016032801",1256,"-1"
"rtdt2016032801",1257,"-1"
"acuddeh2016032901",1258,"-1"
"a192016033101",1259,"-1"
"a192016040301",1260,"-1"
"pr2016040601",1261,"-1"
"rtdt2016040601",1262,"-1"
"cerezo2016040601",1263,"-1"
"a192016040701",1264,"-1"
"rtdt2016041101",1265,"-1"
"a192016041101",1266,"-1"
"rtdt2016041301",1267,"-1"
"rtdt2016041302",1268,"-1"
"a192016041601",1269,"-1"
"a192016042001",1270,"-1"
"rtdt2016042101",1271,"-1"
"pr2016042401",1272,"-1"
"a192016042501",1273,"-1"
"cpj2016042501",1274,"-1"
"prodh2016050301",1275,"-1"
"rtdt2016050301",1276,"-1"
"rtdt2016050401",1277,"-1"
"a192016050601",1278,"-1"
"a192016050701",1279,"-1"
"pr2016050801",1280,"-1"
"cpj2016051201",1281,"-1"
"rtdt2016051301",1282,"-1"
"a192016051601",1283,"-1"
"rsf2016051601",1284,"-1"
"pr2016051601",1285,"-1"
"rtdt2016051801",1286,"-1"
"cpj2016051801",1287,"-1"
"cpj2016051901",1288,"-1"
"codigodh2016052301",1289,"-1"
"rtdt2016052401",1290,"-1"
"codigodh2016052401",1291,"-1"
"rtdt2016052601",1292,"-1"
"pr2016052701",1293,"-1"
"rtdt2016052701",1294,"-1"
"a192016053001",1295,"-1"
"codigodh2016053101",1296,"-1"
"a192016060201",1297,"-1"
"a192016060301",1298,"-1"
"pr2016060501",1299,"-1"
"codigodh2016060701",1300,"-1"
"a192016060801",1301,"-1"
"a192016061001",1302,"-1"
"rtdt2016061301",1303,"-1"
"pr2016061501",1304,"-1"
"a192016061601",1305,"-1"
"pr2016061701",1306,"-1"
"a192016061801",1307,"-1"
"pr2016061901",1308,"-1"
"rtdt2016062001",1309,"-1"
"codigodh2016062001",1310,"-1"
"a192016062001",1311,"-1"
"codigodh2016062002",1312,"-1"
"pr2016062001",1313,"-1"
"codigodh2016062101",1314,"-1"
"codigodh2016062102",1315,"-1"
"codigodh2016062103",1316,"-1"
"cpj2016062101",1317,"-1"
"pr2016062201",1318,"-1"
"rsf2016062201",1319,"-1"
"codigodh2016062201",1320,"-1"
"a192016062201",1321,"-1"
"codigodh2016062202",1322,"-1"
"pr2016062202",1323,"-1"
"rtdt2016062301",1324,"-1"
"a192016062301",1325,"-1"
"a192016062401",1326,"-1"
"pr2016062401",1327,"-1"
"pr2016062501",1328,"-1"
"pr2016062601",1329,"-1"
"rtdt2016062701",1330,"-1"
"a192016062801",1331,"-1"
"codigodh2016062801",1332,"-1"
"rtdt2016062801",1333,"-1"
"codigodh2016063001",1334,"-1"
"a192016070201",1335,"-1"
"pr2016070301",1336,"-1"
"rtdt2016070401",1337,"-1"
"a192016070401",1338,"-1"
"a192016070501",1339,"-1"
"a192016070601",1340,"-1"
"codigodh2016070701",1341,"-1"
"a192016071201",1342,"-1"
"a192016071401",1343,"-1"
"a192016071501",1344,"-1"
"pr2016071901",1345,"-1"
"codigodh2016071901",1346,"-1"
"pr2016072001",1347,"-1"
"pr2016072002",1348,"-1"
"a192016072101",1349,"-1"
"rsf2016072201",1350,"-1"
"cpj2016072201",1351,"-1"
"rtdt2016072501",1352,"-1"
"a192016072901",1353,"-1"
"rtdt2016080501",1354,"-1"
"a192016080601",1355,"-1"
"a192016080801",1356,"-1"
"a192016081401",1357,"-1"
"pr2016081801",1358,"-1"
"a192016081801",1359,"-1"
"rtdt2016081901",1360,"-1"
"a192016081901",1361,"-1"
"cpj2016082301",1362,"-1"
"codigodh2016082401",1363,"-1"
"rtdt2016082501",1364,"-1"
"a192016082501",1365,"-1"
"a192016082601",1366,"-1"
"pr2016090401",1367,"-1"
"a192016090501",1368,"-1"
"a192016090701",1369,"-1"
"a192016091001",1370,"-1"
"pr2016091301",1371,"-1"
"a192016091401",1372,"-1"
"pr2016091401",1373,"-1"
"pr2016091501",1374,"-1"
"a192016091601",1375,"-1"
"a192016091701",1376,"-1"
"rsf2016092001",1377,"-1"
"cpj2016092101",1378,"-1"
"rtdt2016092801",1379,"-1"
"cerezo2016092901",1380,"-1"
"rtdt2016093001",1381,"-1"
"rtdt2016100501",1382,"-1"
"pr2016100601",1383,"-1"
"rtdt2016100601",1384,"-1"
"a192016100701",1385,"-1"
"cerezo2016100701",1386,"-1"
"cerezo2016100702",1387,"-1"
"rtdt2016101401",1388,"-1"
"rtdt2016102401",1389,"-1"
"pr2016102701",1390,"-1"
"pr2016102801",1391,"-1"
"rtdt2016102801",1392,"-1"
"pr2016103101",1393,"-1"
"a192016110201",1394,"-1"
"pr2016110301",1395,"-1"
"a192016110301",1396,"-1"
"a192016110302",1397,"-1"
"cpj2016110401",1398,"-1"
"a192016110501",1399,"-1"
"a192016110502",1400,"-1"
"a192016111101",1401,"-1"
"prodh2016111501",1402,"-1"
"rtdt2016111501",1403,"-1"
"a192016111801",1404,"-1"
"a192016111901",1405,"-1"
"rtdt2016112401",1406,"-1"
"a192016112601",1407,"-1"
"a192016112701",1408,"-1"
"a192016112801",1409,"-1"
"a192016112901",1410,"-1"
"cpj2016113001",1411,"-1"
"a192016120201",1412,"-1"
"a192016120202",1413,"-1"
